  Temperature (K)            <q^2>, 10^4 : 3·10^4      <E>/N, 10^4 : 3·10^4      <q^2>, 3·10^4 : 10^5      <E>/N, 3·10^4 : 10^5      <q^2>, 10^5 : 3·10^5      <E>/N, 10^5 : 3·10^5      <q^2>, 3·10^5 : 10^6      <E>/N, 3·10^5 : 10^6
  0.31976516634050883        9.8809031588116149E-009   1.5071007730402071E-003   1.0037262524877275E-008   1.4963053757424600E-003   1.1425960110500455E-008   1.4912453640688909E-003   1.0454021893175585E-008   1.5062842871669481E-003
  0.32328767123287672        1.0675418822244666E-008   1.4689869302879277E-003   1.2446710440729345E-008   1.4827997256402991E-003   1.1211147648282350E-008   1.4945851829077583E-003   1.0592208543260183E-008   1.4974644953975387E-003
  0.32681017612524466        1.0904642394457621E-008   1.5180828817154299E-003   9.4362601105655940E-009   1.4887259417612638E-003   9.6517032943665980E-009   1.4962098894873634E-003   1.0650914295443467E-008   1.5071605637270425E-003
  0.33033268101761254        1.0520314750285342E-008   1.4950600317455941E-003   1.1087054320211921E-008   1.4981723769867260E-003   9.7663316410034896E-009   1.4973929960106034E-003   1.0980177570932678E-008   1.4980368657786000E-003
  0.33385518590998042        8.4294059752732861E-009   1.4938132116931310E-003   1.0920538833098753E-008   1.5031260537050131E-003   1.0404596105217933E-008   1.5083758037217193E-003   1.0597496293485165E-008   1.4973266855439372E-003
  0.33737769080234836        8.7124738155276336E-009   1.4533094803117093E-003   1.0439610507871424E-008   1.4874263756542599E-003   1.0661742999218404E-008   1.4942172571551055E-003   1.0824465425685048E-008   1.4982062720610494E-003
  0.34090019569471625        1.1225148145554365E-008   1.4760529280112855E-003   1.0844644358647720E-008   1.5059089095032375E-003   9.6549134468659756E-009   1.5045124770491384E-003   1.0736342353214111E-008   1.5043554766901901E-003
  0.34442270058708413        1.0938705948145613E-008   1.4766494126018622E-003   1.0169003092284714E-008   1.4987841558177025E-003   9.6932024462148550E-009   1.4925915825820995E-003   1.0889495855995586E-008   1.5073504691610910E-003
  0.34794520547945207        9.6739038009604231E-009   1.4762556715484435E-003   1.1468622168259962E-008   1.4989849509438500E-003   1.1060840915888548E-008   1.4927318206522614E-003   1.1246321290465337E-008   1.4912884268976215E-003
  0.35146771037182001        1.2408383935317584E-008   1.4686955856440913E-003   1.2367805798671076E-008   1.4751183001873349E-003   1.1328828986734152E-008   1.4837294037861285E-003   1.1157038222466197E-008   1.4879673863777757E-003
  0.35499021526418789        9.5099274968278820E-009   1.5360314440543482E-003   1.1119733764124767E-008   1.5116339140970791E-003   1.0656888480298220E-008   1.5047612959926482E-003   1.1110082933945315E-008   1.5005871200327030E-003
  0.35851272015655578        1.0275441142304547E-008   1.5189849852660167E-003   1.1509675199964217E-008   1.4961960739289810E-003   1.0394118726253510E-008   1.5026423411618453E-003   1.1395598163029977E-008   1.4937153362560951E-003
  0.36203522504892371        8.8579202445967678E-009   1.5133453057967182E-003   9.7725839753236082E-009   1.4942476780519687E-003   1.0443621431477368E-008   1.4991547882847954E-003   1.0680272576532194E-008   1.4920203642794928E-003
  0.36555772994129165        1.1685166111414222E-008   1.5283637763425031E-003   9.6594948055488727E-009   1.5118501933590908E-003   1.0835696593858301E-008   1.4794647607952356E-003   1.0256126656063966E-008   1.4930663449872685E-003
  0.36908023483365948        8.6074324044539055E-009   1.5114786253235806E-003   9.5890136435627937E-009   1.5035259034650932E-003   1.0674970690160990E-008   1.4951876774255651E-003   1.0341830784454942E-008   1.4921432803002453E-003
  0.37260273972602742        1.0932044501694245E-008   1.5229423154449870E-003   1.0314314360065119E-008   1.5032922878495550E-003   1.1484351125545801E-008   1.4819660985434893E-003   1.0320330537589532E-008   1.4854095751519448E-003
  0.37612524461839530        9.8870409981183321E-009   1.4651559145729253E-003   1.0561597134385790E-008   1.4831937154023242E-003   1.0313466191291809E-008   1.4962472124374472E-003   1.0398991539009980E-008   1.4912524235700922E-003
  0.37964774951076319        1.2592228221660968E-008   1.4747941064467279E-003   1.0239434361990010E-008   1.4891122896556876E-003   9.6588657470420005E-009   1.4947435023117577E-003   1.0708327006016459E-008   1.4855490086367353E-003
  0.38317025440313113        1.3616781957309762E-008   1.5453970972457895E-003   8.6339672894350119E-009   1.4723140998560535E-003   1.0365532943978905E-008   1.4868807039281819E-003   1.0642468363844922E-008   1.4899883887846954E-003
  0.38669275929549907        1.3732470046991351E-008   1.5290267218061645E-003   1.0193699771272284E-008   1.4832526574027724E-003   9.5232331659644843E-009   1.4791267102118582E-003   1.0384127797026719E-008   1.4896437019192880E-003
  0.39021526418786695        1.1797770736799545E-008   1.4796337663851816E-003   9.1491134038993289E-009   1.4879273773736454E-003   1.0738259879872203E-008   1.4924248762719799E-003   1.0497617768123746E-008   1.4853661733380120E-003
  0.39373776908023483        1.2099630255689626E-008   1.5115935603498311E-003   1.0095395347369569E-008   1.4576226372654284E-003   1.1007272405549884E-008   1.4918126064032550E-003   1.0984715273869890E-008   1.4808977905486245E-003
  0.39726027397260277        1.1362565931738883E-008   1.4911685354201526E-003   1.1459757973040852E-008   1.4945715632888356E-003   9.8605349194258457E-009   1.4828443679667544E-003   1.1043307105345385E-008   1.4851396976188491E-003
  0.40078277886497071        1.1829914397623824E-008   1.4931879524464557E-003   1.0824038846684354E-008   1.4938697546022014E-003   1.0805600322782994E-008   1.4725110691681039E-003   1.0746150344078030E-008   1.4804132885973169E-003
  0.40430528375733854        9.9688691591126272E-009   1.5057975037450688E-003   9.6447100596768509E-009   1.4843115150329790E-003   9.9139491794630880E-009   1.4819536132650683E-003   1.0576786007732152E-008   1.4770010196121543E-003
  0.40782778864970648        1.0521536500289522E-008   1.4787040992236431E-003   8.9554315698998323E-009   1.4742315217154101E-003   1.1062779230996966E-008   1.4825558136857581E-003   1.0565581033006310E-008   1.4712842174240254E-003
  0.41135029354207436        1.3072783223305388E-008   1.4671854583359417E-003   1.0955089237540960E-008   1.4793174958654812E-003   1.0996978380717337E-008   1.4833824210480088E-003   1.0073323002351182E-008   1.4714351863849774E-003
  0.41487279843444225        1.0426007285676915E-008   1.4285946068568513E-003   1.2171837235135692E-008   1.4668713612814566E-003   1.0750585352070629E-008   1.4707059034612029E-003   1.0740107557337199E-008   1.4699326010861634E-003
  0.41839530332681019        1.1020708644854790E-008   1.4677319922593833E-003   8.9727026144308704E-009   1.4861450563850148E-003   1.0671216296032070E-008   1.4740837332064985E-003   1.0674406907388141E-008   1.4702060228039045E-003
  0.42191780821917813        1.0459489053648630E-008   1.4816244299905648E-003   9.7059611497180797E-009   1.4607977742229455E-003   1.1023512342944741E-008   1.4720843539136694E-003   1.0427241379927312E-008   1.4765284613822587E-003
  0.42544031311154601        9.3210507640387042E-009   1.3980879524568173E-003   9.1466853129012247E-009   1.4570149704481341E-003   1.0170348105020820E-008   1.4805102186248404E-003   1.0607134650594421E-008   1.4679674016719218E-003
  0.42896281800391389        7.9996699559456224E-009   1.4205227346463908E-003   1.0793878962951047E-008   1.4813146207182269E-003   1.0346670751459896E-008   1.4784875689569162E-003   1.0389669166345681E-008   1.4696842308821424E-003
  0.43248532289628183        9.6928700153110381E-009   1.4679260042983330E-003   1.0041087599737304E-008   1.4777062970346639E-003   1.0813368135131896E-008   1.4733858844032512E-003   1.0788158812959280E-008   1.4763565662059201E-003
  0.43600782778864977        8.9812006378757654E-009   1.4733475613650279E-003   1.1105040487434182E-008   1.4598423793047133E-003   1.0494221351109446E-008   1.4764363106805831E-003   1.0689921743635620E-008   1.4675786220368797E-003
  0.43953033268101760        7.4095356146405185E-009   1.4273838908842084E-003   1.1164495455367224E-008   1.4675338720137785E-003   1.1218790314160287E-008   1.4834423134976531E-003   1.0668128795389618E-008   1.4652950737342638E-003
  0.44305283757338554        8.4882245111888437E-009   1.4028655556109694E-003   1.0460806411824057E-008   1.4753070367067786E-003   1.1098742834292352E-008   1.4747460726241115E-003   1.0601199132257274E-008   1.4584699143239828E-003
  0.44657534246575342        1.1697179986455333E-008   1.5000079976984005E-003   1.1194513977638313E-008   1.4753242738411894E-003   1.1323695071041584E-008   1.4725987001351314E-003   1.0518538432994059E-008   1.4722833835968880E-003
  0.45009784735812136        1.2013293255394188E-008   1.4845544553728591E-003   1.1163963271038873E-008   1.4649206072374779E-003   1.0084320092573762E-008   1.4557281646062621E-003   1.0469694721645542E-008   1.4657485496169622E-003
  0.45362035225048924        1.1835877701215658E-008   1.4797830748823711E-003   9.3932529645306721E-009   1.4748577641855393E-003   1.1998089030385017E-008   1.4555912842217366E-003   1.0472917762984123E-008   1.4642666333404902E-003
  0.45714285714285718        8.5774122614940365E-009   1.4806837838635069E-003   8.8522044409598625E-009   1.4684924432908052E-003   1.1447834549471736E-008   1.4713240718701853E-003   1.0079251868384225E-008   1.4575765377841891E-003
  0.46066536203522507        1.0698632072324101E-008   1.4959741983030259E-003   9.7967900468834813E-009   1.4538820430420206E-003   1.1050578905269503E-008   1.4594824022729882E-003   1.0361575654574803E-008   1.4660342739462586E-003
  0.46418786692759295        9.5107129075448560E-009   1.4633849832294010E-003   9.8760605656674928E-009   1.4586193473660387E-003   1.0639862739481032E-008   1.4644158862443873E-003   1.0838601571906891E-008   1.4624564235996720E-003
  0.46771037181996089        1.7345737505784219E-008   1.4756451203101041E-003   8.9063874578901705E-009   1.4741851928411051E-003   1.0765777551569044E-008   1.4731159527116688E-003   1.0793357588616866E-008   1.4613573384130306E-003
  0.47123287671232877        1.4452429870883564E-008   1.4701881813051097E-003   9.5332174428871706E-009   1.4792171670789166E-003   1.0575068881735206E-008   1.4640871752781095E-003   1.0332289717293211E-008   1.4507815162751025E-003
  0.47475538160469671        1.0888992358689783E-008   1.4574810440630198E-003   9.1319920362106397E-009   1.4680320332824651E-003   1.0094130993820727E-008   1.4637237140792422E-003   9.9368800874799495E-009   1.4577690087857523E-003
  0.47827788649706460        1.1327193360189269E-008   1.4406161965510953E-003   9.4549364543386861E-009   1.4524936537408004E-003   9.9307391792535783E-009   1.4635507260158192E-003   1.0394325779218760E-008   1.4583014285117055E-003
  0.48180039138943248        1.0538204661060845E-008   1.5115916374316815E-003   9.6502564182238918E-009   1.4799581487230690E-003   1.0988267604261636E-008   1.4543863419006812E-003   1.0129156622237392E-008   1.4632655753820602E-003
  0.48532289628180042        8.6382379581307486E-009   1.4662166952906267E-003   9.9092472477682996E-009   1.4637921268253454E-003   1.0117262718267739E-008   1.4561042573361192E-003   9.8110243145908626E-009   1.4593450955464504E-003
  0.48884540117416830        9.9909188377595084E-009   1.4607062637652347E-003   1.1833958394293275E-008   1.4465561955668298E-003   1.0145717533305287E-008   1.4583886028616689E-003   9.9971258480634011E-009   1.4524474497992611E-003
  0.49236790606653624        1.2952469937179400E-008   1.4761276833451483E-003   1.0911949045423951E-008   1.4304198151055192E-003   1.0205476428382099E-008   1.4502926883636974E-003   1.0322149942762086E-008   1.4447574774659837E-003
  0.49589041095890413        8.4417689217441625E-009   1.4576855065442551E-003   9.7466732508369848E-009   1.4613116050687886E-003   1.0000425390899182E-008   1.4509316287381808E-003   9.7508691916508331E-009   1.4546160978747399E-003
  0.49941291585127201        1.0650460215016402E-008   1.5052476879684018E-003   9.4799408023910868E-009   1.4493669113809509E-003   1.1253889533691108E-008   1.4501074881700332E-003   9.5575390982308565E-009   1.4480977637809701E-003
  0.50293542074363995        1.0252024267224417E-008   1.4680763895645261E-003   1.1608603277376720E-008   1.4518458280945196E-003   1.0725518222898245E-008   1.4544449827371864E-003   9.8749537885721235E-009   1.4481839399327458E-003
  0.50645792563600778        1.0700377429472929E-008   1.4783588350577833E-003   1.1283671483397484E-008   1.4490951900619881E-003   1.0275351814925671E-008   1.4437850698159310E-003   9.5486907022339955E-009   1.4437618522256215E-003
  0.50998043052837572        1.0507544553813071E-008   1.4967957994659086E-003   1.0519845610750573E-008   1.4640376594948715E-003   9.9873344879597421E-009   1.4536795174237341E-003   1.0676730224596603E-008   1.4508894467551727E-003
  0.51350293542074366        1.1366376628180493E-008   1.5089148923737006E-003   1.0333065542259387E-008   1.4700378017732873E-003   9.2603033408522607E-009   1.4559881715773373E-003   1.0150344210809894E-008   1.4491696560979888E-003
  0.51702544031311160        9.4375824430088944E-009   1.3998134353401504E-003   1.0244157497904131E-008   1.4458365266577207E-003   1.1654276750050486E-008   1.4531320469075581E-003   1.0123401547649077E-008   1.4553326004983060E-003
  0.52054794520547953        1.1121852091629466E-008   1.4353797411842124E-003   1.0100342998547214E-008   1.4533019216864237E-003   1.1397086200304330E-008   1.4467659314221237E-003   1.0409552903313722E-008   1.4537127344420046E-003
  0.52407045009784736        1.1862639844164378E-008   1.4533718642922978E-003   9.4908173196017735E-009   1.4554543291784025E-003   1.0714866220951081E-008   1.4487459037307417E-003   1.0491555856008616E-008   1.4598124750465754E-003
  0.52759295499021530        1.1013232698400637E-008   1.4620761677710296E-003   8.9764944277703764E-009   1.4428979910111853E-003   1.0209687752649189E-008   1.4398367999470792E-003   1.0210495176059859E-008   1.4444059574901726E-003
  0.53111545988258324        1.2400529828147850E-008   1.4730537879403618E-003   1.0481470131448337E-008   1.4405793154811752E-003   9.8815333331003789E-009   1.4318373590504051E-003   1.1100468691438436E-008   1.4502896816519621E-003
  0.53463796477495107        1.1349941181695681E-008   1.4441022765182745E-003   1.0941244129623685E-008   1.4385910550149025E-003   1.0704915621317924E-008   1.4303220678644720E-003   1.0482731574614134E-008   1.4391034279076847E-003
  0.53816046966731901        6.5680407546181372E-009   1.4558348173242079E-003   9.4974363621856491E-009   1.4402428078631470E-003   1.0077786282636226E-008   1.4524358005233808E-003   1.0222435230389238E-008   1.4392174732380746E-003
  0.54168297455968695        9.9998492485043525E-009   1.4223020355883186E-003   1.0618798634303467E-008   1.4255264293834833E-003   1.0685255983844400E-008   1.4486982174566948E-003   1.0297122311645320E-008   1.4385982518308864E-003
  0.54520547945205489        1.1797130772511640E-008   1.4314274831294738E-003   1.0222870124770062E-008   1.4359101802859057E-003   1.0687511530704796E-008   1.4443658658448840E-003   1.0310848509626730E-008   1.4418365566425824E-003
  0.54872798434442283        1.3026734883862100E-008   1.4288431083060232E-003   9.9457018742603920E-009   1.4288003733049013E-003   1.0057838517241180E-008   1.4330511914478847E-003   1.0124537428574902E-008   1.4342461602013957E-003
  0.55225048923679054        1.1210021716931176E-008   1.4185417722887370E-003   9.8038414892341405E-009   1.4140050622850789E-003   1.0075661703012883E-008   1.4503266725136199E-003   1.0255947043853146E-008   1.4424985602789094E-003
  0.55577299412915848        1.0929630090971698E-008   1.4086428567823459E-003   1.0541257714586598E-008   1.4179480297274755E-003   1.0200272663496435E-008   1.4394327026995598E-003   1.0470213601365686E-008   1.4400089334247500E-003
  0.55929549902152642        1.1177499895391317E-008   1.4244783033818371E-003   9.9050895577030529E-009   1.4175925106475395E-003   1.0501628275960683E-008   1.4384276792989113E-003   1.0440095294533031E-008   1.4316218655647910E-003
  0.56281800391389436        1.0328878160344548E-008   1.4202695504330781E-003   9.0113857627979351E-009   1.4021689043812720E-003   1.0892687714658678E-008   1.4331707518751499E-003   1.0439103269683463E-008   1.4283847946216285E-003
  0.56634050880626230        1.4910586122451335E-008   1.4392886680424277E-003   1.0250859694289309E-008   1.4218797824744668E-003   1.0223127901554108E-008   1.4472768428211566E-003   1.0326644405722619E-008   1.4364245085877233E-003
  0.56986301369863013        1.2973617847966051E-008   1.4385101034016029E-003   1.0255599460963692E-008   1.4391098369212290E-003   9.9597673397511237E-009   1.4358724312740379E-003   9.8386172404778848E-009   1.4272937515052036E-003
  0.57338551859099807        1.0716260179527278E-008   1.4223392311272316E-003   1.0381344639297043E-008   1.4494539179140701E-003   1.0184533311985433E-008   1.4338310911989538E-003   1.0351978874366198E-008   1.4403705847715693E-003
  0.57690802348336589        7.5758390616381668E-009   1.4108960735036812E-003   1.1231550680739539E-008   1.4075308671204507E-003   1.0043373913504183E-008   1.4252532929007430E-003   1.0540268184351069E-008   1.4362159281927495E-003
  0.58043052837573383        1.0751225501075499E-008   1.4605623490034209E-003   9.3322929127940103E-009   1.4209275627092991E-003   1.0029241093434394E-008   1.4288712737703464E-003   1.0345227617238249E-008   1.4355081848517459E-003
  0.58395303326810177        1.1456407967774289E-008   1.4345834038624339E-003   9.9917773955634660E-009   1.4204436683960791E-003   1.0267761535942554E-008   1.4279992220574058E-003   9.9380750076047016E-009   1.4285996032546140E-003
  0.58747553816046971        7.9133911342218119E-009   1.4059978328051343E-003   7.4997078627347943E-009   1.4286172760018547E-003   1.0770073276944458E-008   1.4288642003084534E-003   1.0108679167128034E-008   1.4294711871937450E-003
  0.59099804305283765        1.0887974233686298E-008   1.4031723907358409E-003   1.0225863661617041E-008   1.4245280248578638E-003   1.0747998021543026E-008   1.4275946716021280E-003   9.6089165059051349E-009   1.4218104370046474E-003
  0.59452054794520548        1.2531984310740533E-008   1.4316521353785997E-003   1.1230619358164923E-008   1.4434414384138239E-003   1.1315665324218571E-008   1.4378045603196370E-003   1.0260044031643442E-008   1.4233575244267870E-003
  0.59804305283757342        1.1360238788873776E-008   1.4102164686642129E-003   1.0360198627625192E-008   1.4153159159967410E-003   1.0423504863865674E-008   1.4385663131397451E-003   1.0443530378064939E-008   1.4232449288521562E-003
  0.60156555772994136        8.3095872070061325E-009   1.3958783656207920E-003   8.3582292843077863E-009   1.4187641493044795E-003   9.8318676464259626E-009   1.4252218739042291E-003   1.0179457188184772E-008   1.4301369332126342E-003
  0.60508806262230919        1.0602928321996610E-008   1.3929130873693593E-003   8.2357187888451979E-009   1.4269574724187675E-003   9.3708396889269353E-009   1.4231827809417154E-003   1.0458118049427866E-008   1.4190213816789245E-003
  0.60861056751467713        1.0714311197377752E-008   1.4237740147125342E-003   9.5338909886777399E-009   1.4352365011332689E-003   9.1714435257017612E-009   1.4274907766113757E-003   1.0449730325490237E-008   1.4221765339058558E-003
  0.61213307240704506        1.1268113020701388E-008   1.4216230951481382E-003   9.7049300425818988E-009   1.4385742936033888E-003   9.0537592768669121E-009   1.4270194658194668E-003   1.0693737671577505E-008   1.4174902607628609E-003
  0.61565557729941300        1.0311628213856948E-008   1.4403260275507453E-003   9.2939008027315143E-009   1.4000009147816204E-003   1.0532871237955987E-008   1.4194457601523027E-003   9.7119548757161412E-009   1.4275055899592450E-003
  0.61917808219178094        1.0921659626658710E-008   1.4159287201419384E-003   8.6185006823922900E-009   1.3820231282401696E-003   9.9708267953246840E-009   1.4138942971447250E-003   9.8795438784041572E-009   1.4228198659132301E-003
  0.62270058708414866        8.3999676180296939E-009   1.4260041109204332E-003   9.4962638935872484E-009   1.4113755929450105E-003   1.0588101577013731E-008   1.4236721451365156E-003   1.0004057548940182E-008   1.4184532917894622E-003
  0.62622309197651660        9.6211358364941424E-009   1.3711547891752257E-003   9.1377545946410724E-009   1.4122034831587891E-003   1.0150275193154812E-008   1.4215052501909667E-003   9.8101836296596697E-009   1.4118197722427016E-003
  0.62974559686888454        1.0692988750876218E-008   1.4364285646928014E-003   1.0019592342099973E-008   1.4179085787951148E-003   1.0189475142396987E-008   1.4339918724610471E-003   1.0011493161852871E-008   1.4161052795576064E-003
  0.63326810176125248        8.3937425108655347E-009   1.3979797792641436E-003   9.3003701684730394E-009   1.4217620586361071E-003   9.7258598543703555E-009   1.4282866724126507E-003   9.9251728637942252E-009   1.4083178204459337E-003
  0.63679060665362042        1.1735054236584934E-008   1.4009122984709106E-003   9.7939295561185902E-009   1.4419211419132937E-003   1.0814744746312498E-008   1.4059970277012326E-003   9.8530144896358259E-009   1.4123201332961409E-003
  0.64031311154598824        1.5274696712983007E-008   1.3730100676082708E-003   1.0114337783306837E-008   1.4269964810061668E-003   1.0352022945880889E-008   1.4038632881536615E-003   1.0008522908070258E-008   1.4140915501172587E-003
  0.64383561643835618        8.1315898671113266E-009   1.4510426717088453E-003   1.0622124786355667E-008   1.4113078613299877E-003   1.0010332334786654E-008   1.4088194106618174E-003   9.9608957368348329E-009   1.4156974140305204E-003
